adr,arps,avg_goal_success,entropy,grad_norm,num_steps,num_steps_per_episode_mean,num_steps_per_episode_std,policy_loss,remaining,return_per_episode_mean,return_per_episode_std,sps,success_per_episode_mean,success_per_episode_std,value,value_loss,violation_per_episode_mean,violation_per_episode_std
0.024038230860936368,0.004293384620649972,"{((frozenset({g}), frozenset({b})),) x 0: 0.5555555555555556, ((frozenset({j}), frozenset({e})),) x 0: 0.0, ((frozenset({k}), frozenset({j})),) x 0: 1.0, ((frozenset({l}), frozenset({k})),) x 0: 0.5, ((frozenset({g}), frozenset({h})),) x 0: 0.0, ((frozenset({i}), frozenset({a})),) x 0: 0.0, ((frozenset({l}), frozenset({c})),) x 0: 0.0, ((frozenset({k}), frozenset({g})),) x 0: 0.5, ((frozenset({g}), frozenset({e})),) x 0: 0.0, ((frozenset({j}), frozenset({l})),) x 0: 0.7142857142857143, ((frozenset({l}), frozenset({b})),) x 0: 0.6, ((frozenset({b}), frozenset({i})),) x 0: 0.5, ((frozenset({l}), frozenset({i})),) x 0: 1.0, ((frozenset({l}), frozenset({f})),) x 0: 0.5, ((frozenset({j}), frozenset({g})),) x 0: 0.0, ((frozenset({a}), frozenset({e})),) x 0: 0.46153846153846156, ((frozenset({i}), frozenset({f})),) x 0: 0.35714285714285715, ((frozenset({j}), frozenset({f})),) x 0: 0.0, ((frozenset({e}), frozenset({b})),) x 0: 0.3333333333333333, ((frozenset({b}), frozenset({f})),) x 0: 0.0, ((frozenset({h}), frozenset({a})),) x 0: 0.5, ((frozenset({f}), frozenset({a})),) x 0: 1.0, ((frozenset({g}), frozenset({k})),) x 0: 1.0, ((frozenset({d}), frozenset({c})),) x 0: 1.0}",1.3192602097988129,0.1995883367393106,10240,16.393700787401574,14.555978007437067,-0.06939516961574554,12:23:47,0.03937007874015748,0.9992246979033262,111.80998208332271,0.5196850393700787,0.4996123489516631,-0.015151275205425918,0.19819732941687107,0.48031496062992124,0.4996123489516631
0.009225069722293604,0.026511399369760626,"{((frozenset({d}), frozenset({l})),) x 0: 0.5714285714285714, ((frozenset({b}), frozenset({d})),) x 0: 0.6666666666666666, ((frozenset({a}), frozenset({e})),) x 0: 0.45454545454545453, ((frozenset({l}), frozenset({g})),) x 0: 1.0, ((frozenset({c}), frozenset({f})),) x 0: 0.5238095238095238, ((frozenset({g}), frozenset({e})),) x 0: 0.4, ((frozenset({i}), frozenset({k})),) x 0: 0.48, ((frozenset({j}), frozenset({e})),) x 0: 0.0, ((frozenset({h}), frozenset({a})),) x 0: 0.0, ((frozenset({f}), frozenset({g})),) x 0: 0.0, ((frozenset({k}), frozenset({b})),) x 0: 1.0, ((frozenset({i}), frozenset({a})),) x 0: 0.0, ((frozenset({j}), frozenset({f})),) x 0: 0.0, ((frozenset({b}), frozenset({j})),) x 0: 1.0, ((frozenset({c}), frozenset({i})),) x 0: 1.0, ((frozenset({b}), frozenset({h})),) x 0: 0.0, ((frozenset({i}), frozenset({e})),) x 0: 1.0}",1.3087990432977676,0.48344766086739066,20480,17.858407079646017,17.873135650847004,0.013622378231957555,15:01:39,-0.008849557522123894,0.9910714254217073,92.04319316705563,0.48672566371681414,0.4998237609360332,-0.00025925575755536556,0.16469761356711388,0.49557522123893805,0.49998042094957645
0.09000836621880812,0.04466852757750657,"{((frozenset({b}), frozenset({c})),) x 0: 0.8333333333333334, ((frozenset({a}), frozenset({j})),) x 0: 0.0, ((frozenset({g}), frozenset({i})),) x 0: 0.43478260869565216, ((frozenset({a}), frozenset({b})),) x 0: 0.5, ((frozenset({e}), frozenset({l})),) x 0: 0.3333333333333333, ((frozenset({d}), frozenset({f})),) x 0: 0.0, ((frozenset({f}), frozenset({g})),) x 0: 0.0, ((frozenset({b}), frozenset({g})),) x 0: 0.8148148148148148, ((frozenset({g}), frozenset({a})),) x 0: 0.5, ((frozenset({k}), frozenset({l})),) x 0: 0.4444444444444444, ((frozenset({c}), frozenset({f})),) x 0: 0.0, ((frozenset({a}), frozenset({f})),) x 0: 1.0}",1.2693505883216858,0.41379249980458854,30720,16.096774193548388,15.875736891629227,0.0019072464783675969,14:22:34,0.07258064516129033,0.9933113982125337,96.01643545624904,0.532258064516129,0.4989583322018717,0.011571840208489448,0.18309198878705502,0.4596774193548387,0.4983714372735604
0.004615305965549732,-0.010123534903508695,"{((frozenset({h}), frozenset({j})),) x 0: 0.2, ((frozenset({a}), frozenset({b})),) x 0: 0.5, ((frozenset({h}), frozenset({c})),) x 0: 0.25, ((frozenset({g}), frozenset({b})),) x 0: 0.42857142857142855, ((frozenset({g}), frozenset({i})),) x 0: 0.3333333333333333, ((frozenset({e}), frozenset({b})),) x 0: 0.4782608695652174, ((frozenset({e}), frozenset({l})),) x 0: 0.5357142857142857, ((frozenset({a}), frozenset({j})),) x 0: 0.5185185185185185, ((frozenset({g}), frozenset({a})),) x 0: 0.5}",1.1909793019294739,0.5397538282582935,40960,18.57281553398058,19.74133800058524,-0.10362279787659645,15:26:31,0.0,0.9754262200082647,89.20433161670977,0.47572815533980584,0.49941053008200714,-0.0579697978682816,0.1600475236773491,0.47572815533980584,0.49941053008200714
0.09241028811140459,0.032302238443064596,"{((frozenset({a}), frozenset({e})),) x 0: 0.3333333333333333, ((frozenset({e}), frozenset({l})),) x 0: 0.5, ((frozenset({g}), frozenset({a})),) x 0: 0.7142857142857143, ((frozenset({k}), frozenset({i})),) x 0: 1.0, ((frozenset({f}), frozenset({i})),) x 0: 0.5, ((frozenset({h}), frozenset({c})),) x 0: 0.6153846153846154, ((frozenset({g}), frozenset({j})),) x 0: 0.6470588235294118, ((frozenset({b}), frozenset({l})),) x 0: 1.0, ((frozenset({d}), frozenset({l})),) x 0: 1.0, ((frozenset({b}), frozenset({c})),) x 0: 0.0, ((frozenset({b}), frozenset({a})),) x 0: 1.0, ((frozenset({i}), frozenset({a})),) x 0: 0.0, ((frozenset({e}), frozenset({b})),) x 0: 0.0, ((frozenset({k}), frozenset({f})),) x 0: 0.0, ((frozenset({j}), frozenset({d})),) x 0: 0.0, ((frozenset({h}), frozenset({j})),) x 0: 1.0, ((frozenset({a}), frozenset({b})),) x 0: 0.0, ((frozenset({j}), frozenset({e})),) x 0: 1.0, ((frozenset({b}), frozenset({h})),) x 0: 0.0}",1.1201708316802979,0.42583350496722566,51200,19.701923076923077,17.982298885983738,-0.051629155525006354,15:13:05,0.17307692307692307,0.9651853916407388,90.33064772699333,0.5673076923076923,0.49544896261493276,0.06174683943390846,0.1594027318060398,0.3942307692307692,0.4886848369066563
0.010934112346851923,-0.033942569633035,"{((frozenset({h}), frozenset({c})),) x 0: 0.75, ((frozenset({b}), frozenset({h})),) x 0: 0.8333333333333334, ((frozenset({i}), frozenset({a})),) x 0: 0.3333333333333333, ((frozenset({a}), frozenset({e})),) x 0: 0.47368421052631576, ((frozenset({f}), frozenset({i})),) x 0: 0.0, ((frozenset({a}), frozenset({j})),) x 0: 0.4444444444444444, ((frozenset({b}), frozenset({j})),) x 0: 0.0, ((frozenset({c}), frozenset({e})),) x 0: 0.5714285714285714, ((frozenset({h}), frozenset({i})),) x 0: 0.7272727272727273, ((frozenset({f}), frozenset({k})),) x 0: 0.25}",1.1254156082868576,0.4909505204125899,61440,19.27,19.718445679109703,-0.10746181290596724,14:58:42,0.1,0.9746794344808964,91.58701787744222,0.53,0.49909918853871116,0.004946127417497337,0.15746949054300785,0.43,0.4950757517794625
-0.03840892879272051,-0.03165442647250211,"{((frozenset({i}), frozenset({a})),) x 0: 0.6, ((frozenset({f}), frozenset({k})),) x 0: 0.3333333333333333, ((frozenset({f}), frozenset({i})),) x 0: 0.3584905660377358, ((frozenset({c}), frozenset({h})),) x 0: 0.0, ((frozenset({b}), frozenset({j})),) x 0: 1.0, ((frozenset({a}), frozenset({j})),) x 0: 1.0}",1.1034855544567108,0.3929664100877352,71680,23.080459770114942,24.609230298417817,-0.07543086167424917,14:36:33,-0.09195402298850575,0.9423885513917073,93.70559345927795,0.40229885057471265,0.4903615863839435,-0.08050874713808298,0.12539778370410204,0.4942528735632184,0.49996696944670216
0.1253046979256926,0.08124713247014936,"{((frozenset({k}), frozenset({f})),) x 0: 0.5, ((frozenset({g}), frozenset({j})),) x 0: 1.0, ((frozenset({j}), frozenset({g})),) x 0: 0.5, ((frozenset({i}), frozenset({a})),) x 0: 0.5, ((frozenset({f}), frozenset({i})),) x 0: 0.2, ((frozenset({f}), frozenset({k})),) x 0: 1.0, ((frozenset({c}), frozenset({h})),) x 0: 0.6304347826086957, ((frozenset({k}), frozenset({a})),) x 0: 0.59375, ((frozenset({h}), frozenset({i})),) x 0: 1.0}",1.0222887098789215,0.49047896315977924,81920,15.515384615384615,16.908911903938346,-0.10781767591834068,14:54:41,0.17692307692307693,0.9803090926640247,91.61650047708669,0.5846153846153846,0.4927882270168298,0.01135475913179107,0.21623384952545166,0.4076923076923077,0.49140542319029046
-0.03480002664241912,-0.017489391807664418,"{((frozenset({c}), frozenset({a})),) x 0: 0.6666666666666666, ((frozenset({b}), frozenset({a})),) x 0: 0.6666666666666666, ((frozenset({g}), frozenset({k})),) x 0: 0.5, ((frozenset({k}), frozenset({c})),) x 0: 0.3170731707317073, ((frozenset({k}), frozenset({a})),) x 0: 0.5909090909090909, ((frozenset({g}), frozenset({i})),) x 0: 0.5, ((frozenset({h}), frozenset({a})),) x 0: 0.44, ((frozenset({k}), frozenset({b})),) x 0: 0.0, ((frozenset({a}), frozenset({e})),) x 0: 0.0}",1.0180636793375015,0.496861209646363,92160,19.423076923076923,21.430878292284206,0.08245044387876987,14:30:53,-0.07692307692307693,0.9576845844606717,93.92422103343213,0.4230769230769231,0.49404740687173576,0.03797941902303137,0.15790528245270252,0.5,0.5
-0.004134161585556077,0.012364884610486715,"{((frozenset({e}), frozenset({f})),) x 0: 0.125, ((frozenset({e}), frozenset({b})),) x 0: 1.0, ((frozenset({i}), frozenset({h})),) x 0: 0.325, ((frozenset({h}), frozenset({a})),) x 0: 0.6333333333333333, ((frozenset({b}), frozenset({a})),) x 0: 0.25, ((frozenset({g}), frozenset({k})),) x 0: 1.0, ((frozenset({i}), frozenset({a})),) x 0: 0.5238095238095238, ((frozenset({f}), frozenset({d})),) x 0: 1.0}",1.0305565893650055,0.5752085874154498,102400,19.574074074074073,18.868062229354905,-0.04251176968682557,14:19:24,-0.037037037037037035,0.9806075773980538,94.98063642995344,0.46296296296296297,0.4986263710309726,-0.020980942383175716,0.1715190690010786,0.5,0.5
