num_steps,num_updates,epsilon,loss,success_rate,violation_rate,mean_return,mean_steps,curriculum_stage,sps
10000,1,0.9905,0.029157664626836777,0.498,0.498,0.0,16.242,0,757.1713953653782
20000,2501,0.981,0.015310315415263176,0.528,0.454,0.074,17.38,0,153.16309908143674
30000,5001,0.9715,0.01722734048962593,0.442,0.542,-0.1,16.55,0,121.92545041144173
40000,7501,0.962,0.02152213081717491,0.458,0.516,-0.058,17.452,0,109.26340563319047
50000,10001,0.9525,0.02554728090763092,0.518,0.468,0.05,16.708,0,103.0816155559825
60000,12501,0.9430000000000001,0.015363368205726147,0.52,0.466,0.054,16.57,0,98.29426898255932
70000,15001,0.9335,0.028640804812312126,0.5,0.488,0.012,16.37,0,96.1638611739628
80000,17501,0.924,0.023915857076644897,0.486,0.496,-0.01,17.584,0,94.62415999765867
90000,20001,0.9145,0.02942296862602234,0.544,0.43,0.114,18.276,0,93.44254232965632
100000,22501,0.905,0.01476357877254486,0.568,0.424,0.144,17.062,0,92.77683163500295
110000,25001,0.8955,0.022101251408457756,0.552,0.434,0.118,17.664,0,92.11667181652264
120000,27501,0.886,0.019118089228868484,0.49,0.498,-0.008,17.586,0,91.67041796854228
130000,30001,0.8765000000000001,0.01213628239929676,0.554,0.428,0.126,16.31,0,91.03082781447867
140000,32501,0.867,0.013046924024820328,0.546,0.436,0.11,17.628,0,90.52380829578401
150000,35001,0.8575,0.01306035928428173,0.596,0.378,0.218,17.632,0,90.05286624014144
160000,37501,0.848,0.010279438458383083,0.552,0.43,0.122,16.398,0,89.79501127544108
170000,40001,0.8385,0.004987138323485851,0.532,0.446,0.086,19.13,0,89.46807509476525
180000,42501,0.829,0.008289008401334286,0.542,0.44,0.102,18.256,0,89.17641257247504
190000,45001,0.8195,0.003962481860071421,0.586,0.39,0.196,17.59,0,88.97513659421435
200000,47501,0.81,0.006492164451628923,0.544,0.432,0.112,18.064,0,88.71566435108929
210000,50001,0.8005,0.0035002236254513264,0.548,0.428,0.12,19.076,0,88.5280608159573
220000,52501,0.791,0.004309128504246473,0.55,0.438,0.112,17.756,0,88.48873336329086
230000,55001,0.7815,0.001028497121296823,0.59,0.398,0.192,17.244,0,88.3140525358414
240000,57501,0.772,0.0014929280150681734,0.556,0.43,0.126,17.946,0,88.1624500541019
250000,60001,0.7625,0.0008389573777094483,0.624,0.362,0.262,17.07,0,87.96425240013052
260000,62501,0.753,0.0017588997725397348,0.602,0.376,0.226,17.444,0,87.82811629099488
270000,65001,0.7435,0.0007857339805923402,0.59,0.384,0.206,17.112,0,87.70967705404864
280000,67501,0.734,0.0018138352315872908,0.602,0.376,0.226,17.226,0,87.5681922841566
290000,70001,0.7245,0.0018453954253345728,0.62,0.352,0.268,17.616,0,87.38404645731369
300000,72501,0.7150000000000001,0.0012026720214635134,0.568,0.408,0.16,17.662,0,87.21611505575356
310000,75001,0.7055,0.001829629996791482,0.584,0.384,0.2,17.344,0,87.08272753845405
320000,77501,0.696,0.0019813328981399536,0.61,0.368,0.242,17.756,0,86.92656713887754
330000,80001,0.6865,0.0022215996868908405,0.584,0.39,0.194,17.332,0,86.8265798258077
340000,82501,0.677,0.0017559073166921735,0.64,0.34,0.3,17.128,0,86.48965033868407
350000,85001,0.6675,0.0010556713677942753,0.624,0.368,0.256,15.558,0,85.70574474202634
360000,87501,0.658,0.0010833648266270757,0.636,0.344,0.292,16.548,0,85.46232523885435
370000,90001,0.6485000000000001,0.00156452099326998,0.666,0.32,0.346,15.586,0,85.38371582630519
380000,92501,0.639,0.003284015227109194,0.618,0.346,0.272,17.248,0,85.30736763931684
390000,95001,0.6295,0.0034131682477891445,0.658,0.31,0.348,18.13,0,85.3072923109639
400000,97501,0.62,0.0035109056625515223,0.6,0.372,0.228,16.816,0,85.24493407048526
410000,100001,0.6105,0.004151771776378155,0.666,0.308,0.358,16.668,0,85.25101178441724
420000,102501,0.601,0.003324872814118862,0.682,0.284,0.398,16.722,0,85.23467663443517
430000,105001,0.5915,0.0020665419287979603,0.722,0.262,0.46,16.166,0,85.1933491625947
440000,107501,0.5820000000000001,0.00421284232288599,0.698,0.292,0.406,15.106,0,85.18830548290804
450000,110001,0.5725,0.0013512196019291878,0.694,0.29,0.404,15.474,0,85.14461034914855
460000,112501,0.563,0.0024577889125794172,0.678,0.306,0.372,13.926,0,85.00556219644058
470000,115001,0.5535000000000001,0.004622069653123617,0.734,0.252,0.482,14.138,0,84.92446956198427
480000,117501,0.544,0.003086482174694538,0.746,0.242,0.504,15.012,0,84.89367108639881
490000,120001,0.5345,0.0018892562948167324,0.754,0.232,0.522,14.504,0,84.8482769427389
500000,122501,0.525,0.0017210752703249454,0.746,0.248,0.498,13.164,0,84.8417795229463
510000,125001,0.5155000000000001,0.0024836722295731306,0.746,0.244,0.502,13.968,0,84.78548636448372
520000,127501,0.506,0.00544157437980175,0.744,0.244,0.5,13.932,0,84.77008238573322
530000,130001,0.49650000000000005,0.0024103843607008457,0.774,0.212,0.562,13.12,0,84.72717258595183
540000,132501,0.487,0.003560500219464302,0.78,0.21,0.57,12.566,0,84.71762084039618
550000,135001,0.47750000000000004,0.0030979961156845093,0.776,0.216,0.56,12.652,0,84.67196309953762
560000,137501,0.46799999999999997,0.0028755979146808386,0.774,0.208,0.566,12.626,0,84.67785908141498
570000,140001,0.4585,0.0025776224210858345,0.784,0.202,0.582,12.654,0,84.62537384890734
580000,142501,0.44900000000000007,0.0028192391619086266,0.816,0.172,0.644,11.436,0,84.58652216517345
590000,145001,0.4395,0.00443966593593359,0.778,0.216,0.562,12.182,0,84.59189435548167
600000,147501,0.43000000000000005,0.0041647255420684814,0.846,0.142,0.704,10.716,0,84.58495527297161
610000,150001,0.4205,0.0022322118747979403,0.864,0.13,0.734,10.072,0,84.59017448233564
620000,152501,0.41100000000000003,0.0027675724122673273,0.824,0.162,0.662,11.694,0,84.5496238084772
630000,155001,0.4015000000000001,0.002047437010332942,0.85,0.144,0.706,10.11,0,84.55932237270558
640000,157501,0.392,0.0023484695702791214,0.874,0.124,0.75,9.942,0,84.55833087514769
650000,160001,0.38250000000000006,0.0022368049249053,0.872,0.12,0.752,9.4,0,84.54857560632038
660000,162501,0.373,0.002151916502043605,0.84,0.154,0.686,9.808,0,84.52027531435593
670000,165001,0.36350000000000005,0.0026268865913152695,0.862,0.126,0.736,9.662,0,84.50697718007451
680000,167501,0.354,0.001953166676685214,0.874,0.112,0.762,10.278,0,84.48676488560983
690000,170001,0.34450000000000003,0.00329940440133214,0.892,0.108,0.784,9.028,0,84.46835737966182
700000,172501,0.3350000000000001,0.00469677709043026,0.878,0.116,0.762,10.064,0,84.47217405515038
710000,175001,0.3255,0.0023014224134385586,0.896,0.1,0.796,9.012,0,84.47893804045125
720000,177501,0.31600000000000006,0.0044925520196557045,0.906,0.082,0.824,9.062,0,84.41676738934522
730000,180001,0.3065,0.0023392054717987776,0.912,0.084,0.828,8.628,0,84.4523992794531
740000,182501,0.29700000000000004,0.002190090250223875,0.9,0.092,0.808,8.166,0,84.43804555662673
750000,185001,0.2875000000000001,0.001727389870211482,0.92,0.072,0.848,8.19,0,84.42440207792693
760000,187501,0.278,0.0027338797226548195,0.914,0.082,0.832,6.938,0,84.3860694154905
770000,190001,0.26850000000000007,0.003028264967724681,0.916,0.078,0.838,7.878,0,84.34847904347679
780000,192501,0.259,0.0025423839688301086,0.91,0.084,0.826,7.804,0,84.33260771219106
790000,195001,0.24950000000000006,0.0021965904161334038,0.916,0.074,0.842,7.728,0,84.32937691710082
800000,197501,0.24,0.002207903889939189,0.936,0.058,0.878,7.198,0,84.33443154065692
